type;brick;family;classe;segment;FamilyId;OperationCode;OperationId
body;"Sous–vêtements d’une Pièce ";Sous–vêtements;Vêtements;Vêtements;10625824;BERSHKA35;68401
boots;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;10300621;AFERMANI4;67258
boxer de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333712;BMOON39;67351
"chaussures de tennis ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;7643916;MERRELL13;51527
cuissard de cyclisme;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484098;FREDDY9;67999
cuissardes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;6952777;CASTANER21;59516
string;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10092206;BBARDOT5;65871
sweat;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183485;BERSHKA34;66102
débardeur;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10625462;BERSHKA35;68401
housse pour ordinateur;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10255741;LIPAULT6;66932
nu-pieds;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850530;ALDO13;64464
sac cartable;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10445232;KESSLORD21;67805
sacoche pour tablette;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10763318;PICARD20;68751
soutien-gorge balconnet;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10262317;KOOKAI73;67003
babies;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9413251;AYNEOSENS9;61253
blouson;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183905;BERSHKA34;66102
blouson;Vêtements de Sport - Vestes/blousons/sweats;Vêtements de Sport;Vêtements;Vêtements;9757876;OKAIDI27;63570
bottes de pluie;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9617960;BONLY16;63263
caleçon;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10080020;FACONNABLE43;60705
chapeau d’été;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;10156750;KEUROSWAN19;64598
top;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10483885;FREDDY9;67999
chaussures de football;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;10251425;LOTTO20;66901
chemise de nuit;Hauts de Nuit/Robes et Chemises de Nuit;Vêtements de Nuit;Vêtements;Vêtements;10340325;ETAM57;67392
écharpe tube;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10129565;REPLAY59;66089
housse pour tablette;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10802903;PIQUADRO31;69045
pantalon de sport 7/8;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10484027;FREDDY9;67999
parka;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10080475;FACONNABLE43;60705
bottes après-ski;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9069269;ANTISSHOES3;60553
"bottines ";Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9465858;AFERMANI3;62238
corsaire;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10130540;ISATO2;66094
richelieu;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945061;ADELLACQUA3;64988
sac;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9620115;GIOSEPPO21;63281
sac à coulisse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9954479;BLOLA13;65081
short;"Pantalons/Shorts de Nuit ";Vêtements de Nuit;Vêtements;Vêtements;10333550;BMOON39;67351
stilettos;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9247719;AGUARDIANI13;61034
top;Hauts de Nuit/Robes et Chemises de Nuit;Vêtements de Nuit;Vêtements;Vêtements;10156706;KEUROSWAN19;64598
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10258142;ADAGATTI7;66955
veste en jean;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10079979;FACONNABLE43;60705
bermuda de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10080463;FACONNABLE43;60705
pull sans manches;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031839;BBROTHERS15;65571
sac de plage;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10156580;KEUROSWAN19;64598
short;"Pantalons/Shorts de Nuit ";Vêtements de Nuit;Vêtements;Vêtements;10156709;KEUROSWAN19;64598
sweat;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183486;BERSHKA34;66102
teddy;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9476683;VANS29;61939
top;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10246516;LEGEA1;66871
boots;Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;10300615;AFERMANI4;67258
brassière;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10333515;BMOON39;67351
chaussons;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;9785721;BAGLLERINA3;64137
embauchoirs;Shoe Cleaning/Care Preparations;Accessoires à Chaussures;Chaussures;Chaussures;9037806;LADYSSECRET1;60364
gilet;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183561;BERSHKA34;66102
pantalon 7/8;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10625381;BERSHKA35;68401
trousse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;8895143;CASTANER21;59516
paréo;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10278274;JROBIN7;67115
poncho;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9978579;CUPLE11;65271
short de sport;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10410910;BIKKEMBERGS38;67701
soutien-gorge push-up;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10340623;ETAM57;67392
sweat;Vêtements de Sport - Vestes/blousons/sweats;Vêtements de Sport;Vêtements;Vêtements;10246479;LEGEA1;66871
sweat;Vêtements de Sport - Vestes/blousons/sweats;Vêtements de Sport;Vêtements;Vêtements;10246529;LEGEA1;66871
bottillons;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9983124;ASTER17;63751
"bottines ";Bottes;Chaussures Polyvalentes;Chaussures;Chaussures;9247686;AGUARDIANI13;61034
brassière;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10484277;FREDDY9;67999
chaussures de football;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;10251419;LOTTO20;66901
chaussures montantes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10378804;ADIDAS67;67600
écharpe;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9548801;CHARLISE3;62749
porte-documents;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9991657;ANTONYME4;65339
short de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10080455;FACONNABLE43;60705
string;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10340983;ETAM57;67392
veste;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10410799;BIKKEMBERGS38;67701
chaussures montantes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10378812;ADIDAS67;67600
culotte de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10278260;JROBIN7;67115
débardeur;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10625878;BERSHKA35;68401
écharpe;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9548800;CHARLISE3;62749
nœud papillon;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9720908;HACKETT25;63796
pantalon;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10410871;BIKKEMBERGS38;67701
trousse;Trousses / Mallettes de Toilette;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9720589;HACKETT25;63796
sac week-end;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9991698;ANTONYME4;65339
sac week-end;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10063350;HELIUM1;65725
sandales;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8907009;ANDREACONTI3;59561
sarouel;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10257394;NANOS18;66950
short de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10080466;FACONNABLE43;60705
sneakers montantes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945027;ADELLACQUA3;64988
babies;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9413258;AYNEOSENS9;61253
blouson;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031829;BBROTHERS15;65571
bottes de pluie;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;8904944;MELISSA7;59551
cardigan;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10625837;BERSHKA35;68401
minaudière;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9954442;BLOLA13;65081
pantalon;"Pantalons/Shorts de Nuit ";Vêtements de Nuit;Vêtements;Vêtements;10108695;LACOSTE38;65970
t-shirt;Vêtements de Sport - Top/T-shirt/polo/chemise;Vêtements de Sport;Vêtements;Vêtements;10484324;FREDDY9;67999
sac banane;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342307;MAVILUGGAGE9;67405
sac de voyage;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342114;ALPINI1;67404
sacoche;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9991716;ANTONYME4;65339
sandales à talons compensés;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;5302555;CASTANER13;39399
slip de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333710;BMOON39;67351
top de bain;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10333684;BMOON39;67351
barboteuse;"Combinaisons/Bodies ";Vêtements d’une Pièce;Vêtements;Vêtements;10157762;DISNEY168;66294
chaussons;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;9880706;RCHOCOLAT3;64657
chaussures;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10492474;ADIDAS67;67600
"chaussures de golf ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;9934472;SKECHERS9;64966
jupe;Jupes;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10257978;ADAGATTI7;66955
mules;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10498228;ALDO14;68071
robe de plage;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10333698;BMOON39;67351
sandales;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;10158565;ALUXE18;66300
t-shirt;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10065949;BANBAT3;65749
vanity case;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;7087380;JLSCHERRER31;46593
boxer de bain;Maillot de bain - Bas;Balnéaire;Vêtements;Vêtements;10333720;BMOON39;67351
chemise;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031786;BBROTHERS15;65571
embauchoirs;Shoe Cleaning/Care Preparations;Accessoires à Chaussures;Chaussures;Chaussures;9037805;LADYSSECRET1;60364
nu-pieds;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9850538;ALDO13;64464
pashmina;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10521132;BROOKSFIELD4;68201
robe longue;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10182994;BERSHKA34;66102
sac à roulettes;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;7087381;JLSCHERRER31;46593
tanga;"Culottes/Boxer/Caleçons ";Sous–vêtements;Vêtements;Vêtements;10341026;ETAM57;67392
valise de maternité;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9437962;ALUGGAGE4;61628
babies;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9413254;AYNEOSENS9;61253
chaussons;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;10002297;ISOTONER37;65406
chaussures;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10378869;ADIDAS67;67600
"chaussures de tennis ";Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;7643919;MERRELL13;51527
chemise;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031785;BBROTHERS15;65571
nœud papillon;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;9720904;HACKETT25;63796
pantalon de sport;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10182945;BERSHKA34;66102
pantalon de sport;"Vêtements de Sport – Vêtements pour le Bas du Corps ";Vêtements de Sport;Vêtements;Vêtements;10410866;BIKKEMBERGS38;67701
soutien-gorge corbeille;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10340254;ETAM57;67392
sweat zippé;"Sweat-shirts/Pulls ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10031777;BBROTHERS15;65571
teddy;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9428111;VANS29;61939
trousse de toilette;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10123003;BLOLA13;65081
body;"Sous–vêtements d’une Pièce ";Sous–vêtements;Vêtements;Vêtements;10625788;BERSHKA35;68401
boots;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10158509;ALUXE18;66300
débardeur;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10157804;DISNEY168;66294
écharpe tube;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10130820;THEHIPTEE3;66095
legging;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10183404;BERSHKA34;66102
low-boots;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9247706;AGUARDIANI13;61034
trousse;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9606377;BRIHL14;63029
valise cabine;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10342154;ALPINI1;67404
veste;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183359;BERSHKA34;66102
pantalon de sport;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10183536;BERSHKA34;66102
parapluie;Parapluies / Ombrelles;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9954340;BLOLA13;65081
sacoche d'ordinateur;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844258;ARUIZ88;64429
sacoche d'ordinateur;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9844264;ARUIZ88;64429
sneakers montantes;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9945036;ADELLACQUA3;64988
soutien-gorge classique;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10262312;KOOKAI73;67003
bottes après-ski;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;9069274;ANTISSHOES3;60553
chaussures;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10378876;ADIDAS67;67600
chaussures de football;Sports spécifiques;Chaussures de Sport;Chaussures;Chaussures;10251421;LOTTO20;66901
parka;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10104363;FACONNABLE44;65950
poncho;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;9548787;CHARLISE3;62749
robe pull;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;9548631;CHARLISE3;62749
sarouel;Pantalons/Shorts;Vêtements pour le Bas du Corps;Vêtements;Vêtements;10471867;PURELIN3;67837
bob;Chapeaux/Casquettes/Bonnets;Accessoires Vestimentaires;Vêtements;Vêtements;9954252;BLOLA13;65081
ceinture élastique;"Ceintures/Bretelles ";Accessoires Vestimentaires;Vêtements;Vêtements;9720267;HACKETT25;63796
manchons;"Gants/Moufles ";Accessoires Vestimentaires;Vêtements;Vêtements;9413095;AYNEOSENS9;61253
protège agenda;Porte-Documents;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10411974;VICTORINOX5;67592
robe;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10644664;OAKWOOD43;68429
robe de chambre;"Robes de Chambre ";Vêtements de Nuit;Vêtements;Vêtements;10340412;ETAM57;67392
sac à dos à roulettes;Bagages / Valises / Porte-Vêtements;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;9437949;ALUGGAGE4;61628
sacoche;Sacs à mains / à bandoulière;Sacs personnels/Bagages/Parapluies;Accessoires Corporels;Accessoires corporels;10763329;PICARD20;68751
soutien-gorge emboîtant;"Soutiens–gorge/Guêpières/Corsets ";Sous–vêtements;Vêtements;Vêtements;10262687;SLOGGI28;67005
tankini - haut;Maillot de bain - Haut;Balnéaire;Vêtements;Vêtements;10278352;JROBIN7;67115
top;Chemises/Chemisiers/Polos/T-shirts;Vêtements pour le Haut du Corps;Vêtements;Vêtements;10183494;BERSHKA34;66102
boots;Chaussures classiques;Chaussures Polyvalentes;Chaussures;Chaussures;10158510;ALUXE18;66300
cache-cœur;"Vestes/Manteaux/Cardigans/Gilets ";Vêtements pour le Haut du Corps;Vêtements;Vêtements;10065957;BANBAT3;65749
chaussons;Chaussures d'Intérieur – Entièrement Fermées;Chaussures d'Intérieur;Chaussures;Chaussures;10002444;ISOTONER37;65406
chaussons-chaussettes;Chaussures d'Intérieur – Partiellement Ouvertes;Chaussures d'Intérieur;Chaussures;Chaussures;9785711;BAGLLERINA3;64137
combishort;"Robes/combinaisons ";Vêtements d’une Pièce;Vêtements;Vêtements;10183415;BERSHKA34;66102
foulard;"Écharpes/Cravates/Foulards ";Accessoires Vestimentaires;Vêtements;Vêtements;10473117;AZZARO45;64721
